subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
science,GPT4-FAST_science,1,1.0,1.0,1.0,1.0
science,GPT4-FAST_science,2,1.0,0.8346456692913387,0.8346456692913387,0.8897637795275591
science,GPT4-FAST_science,3,1.0,0.9156626506024096,0.9156626506024096,0.9437751004016063
science,GPT4-FAST_science,4,1.0,1.0,1.0,1.0
science,GPT4-FAST_science,5,0.9078947368421053,1.0,0.9078947368421053,0.9385964912280702
science,GPT4-FAST_science,6,0.9078947368421053,0.8205128205128205,0.9110169491525424,0.8798081688358227
science,GPT4-FAST_science,7,0.8108108108108107,0.8,0.8,0.8036036036036037
science,GPT4-FAST_science,8,1.0,0.9110169491525424,0.9110169491525424,0.940677966101695
science,GPT4-FAST_science,9,0.9182879377431906,0.6744186046511628,0.7529411764705882,0.7818825729549804
science,GPT4-FAST_science,10,1.0,0.8125,0.8125,0.875
science,GPT4-FAST_science,11,1.0,0.8390804597701149,0.8390804597701149,0.89272030651341
science,GPT4-FAST_science,12,1.0,0.8157894736842105,0.8157894736842105,0.8771929824561404
science,GPT4-FAST_science,13,1.0,0.8409090909090909,0.8409090909090909,0.8939393939393939
science,GPT4-FAST_science,14,1.0,1.0,1.0,1.0
science,GPT4-FAST_science,15,1.0,0.825,0.825,0.8833333333333333
science,GPT4-FAST_science,16,1.0,0.8235294117647058,0.8235294117647058,0.8823529411764706
science,GPT4-FAST_science,17,1.0,0.8278688524590164,0.8278688524590164,0.8852459016393442
science,GPT4-FAST_science,18,1.0,0.825,0.825,0.8833333333333333
science,GPT4-FAST_science,19,1.0,0.7558139534883721,0.7558139534883721,0.8372093023255814
science,GPT4-FAST_science,20,1.0,0.8165938864628821,0.8165938864628821,0.8777292576419214
