subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
chemistry,GPT4-FAST_chemistry,1,0.32291666666666663,0.10994764397905765,0.11227154046997379,0.18171195037189936
chemistry,GPT4-FAST_chemistry,2,0.5798319327731092,0.8333333333333334,0.7551020408163265,0.7227557689742564
chemistry,GPT4-FAST_chemistry,3,0.8275862068965517,0.8275862068965517,1.0,0.8850574712643677
chemistry,GPT4-FAST_chemistry,4,0.8373983739837398,0.9183673469387755,0.9183673469387755,0.8913776892870969
chemistry,GPT4-FAST_chemistry,5,0.6825396825396826,0.6694214876033058,0.8412698412698413,0.7310770038042765
chemistry,GPT4-FAST_chemistry,6,0.9190283400809717,0.9190283400809717,1.0,0.9460188933873145
chemistry,GPT4-FAST_chemistry,7,0.7478991596638656,0.9145299145299145,0.829059829059829,0.8304963010845364
chemistry,GPT4-FAST_chemistry,8,0.6330275229357798,0.6595744680851063,0.6506550218340612,0.6477523376183157
chemistry,GPT4-FAST_chemistry,9,0.9145299145299145,0.9145299145299145,0.829059829059829,0.886039886039886
chemistry,GPT4-FAST_chemistry,10,0.6812749003984064,0.9134199134199135,0.7570850202429149,0.783926611353745
chemistry,GPT4-FAST_chemistry,11,0.8373983739837398,0.9166666666666666,0.75,0.8346883468834688
chemistry,GPT4-FAST_chemistry,12,0.6,0.8,0.8,0.7333333333333334
chemistry,GPT4-FAST_chemistry,13,0.9203187250996016,0.9227799227799228,0.8443579766536965,0.8958188748444069
chemistry,GPT4-FAST_chemistry,14,0.4067796610169492,0.893048128342246,0.4871794871794871,0.5956690921795608
chemistry,GPT4-FAST_chemistry,15,0.16666666666666663,0.5020746887966805,0.6475770925110131,0.4387728159914534
chemistry,GPT4-FAST_chemistry,16,0.8148148148148149,1.0,0.8148148148148149,0.8765432098765432
chemistry,GPT4-FAST_chemistry,17,0.7510373443983402,0.6138996138996139,0.6680497925311204,0.6776622502763582
chemistry,GPT4-FAST_chemistry,18,0.9145299145299145,0.9166666666666666,0.8340248962655601,0.8884071591540471
chemistry,GPT4-FAST_chemistry,19,0.8484848484848485,1.0,0.8484848484848485,0.8989898989898991
chemistry,GPT4-FAST_chemistry,20,0.8148148148148149,0.8148148148148149,0.6330275229357798,0.7542190508551365
