subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
chemistry,LessonPlan-Agent_chemistry,1,0.26509186351706027,0.05759162303664933,0.47643979057591623,0.2663744257098753
chemistry,LessonPlan-Agent_chemistry,2,0.6946564885496184,0.7692307692307692,0.7540983606557377,0.7393285394787084
chemistry,LessonPlan-Agent_chemistry,3,0.7,0.7,1.0,0.7999999999999999
chemistry,LessonPlan-Agent_chemistry,4,1.0,0.5918367346938775,0.5918367346938775,0.7278911564625851
chemistry,LessonPlan-Agent_chemistry,5,0.576271186440678,0.4871794871794871,0.34426229508196726,0.4692376562340441
chemistry,LessonPlan-Agent_chemistry,6,0.6190476190476191,0.43089430894308944,0.4117647058823529,0.48723554462435387
chemistry,LessonPlan-Agent_chemistry,7,0.875,0.8709677419354839,0.7590361445783133,0.8350012955045991
chemistry,LessonPlan-Agent_chemistry,8,0.7014925373134329,0.6296296296296297,0.6296296296296297,0.6535839321908975
chemistry,LessonPlan-Agent_chemistry,9,0.6923076923076923,0.8275862068965517,0.5714285714285714,0.6971074902109384
chemistry,LessonPlan-Agent_chemistry,10,0.6551724137931034,0.5652173913043478,0.425287356321839,0.5485590538064301
chemistry,LessonPlan-Agent_chemistry,11,0.6330275229357798,0.3203883495145631,0.6629213483146067,0.5387790735883166
chemistry,LessonPlan-Agent_chemistry,12,0.48275862068965514,0.23076923076923084,0.7727272727272727,0.4954183747287195
chemistry,LessonPlan-Agent_chemistry,13,1.0,1.0,1.0,1.0
chemistry,LessonPlan-Agent_chemistry,14,0.5391705069124424,0.8076923076923077,0.34883720930232553,0.5652333413023586
chemistry,LessonPlan-Agent_chemistry,15,0.9145299145299145,0.7457627118644068,0.6680497925311204,0.776114139641814
chemistry,LessonPlan-Agent_chemistry,16,0.7478991596638656,0.8297872340425532,0.9130434782608696,0.8302432906557629
chemistry,LessonPlan-Agent_chemistry,17,0.6153846153846154,0.5,0.5714285714285714,0.5622710622710623
chemistry,LessonPlan-Agent_chemistry,18,0.7142857142857143,0.5726495726495726,0.6581196581196581,0.6483516483516483
chemistry,LessonPlan-Agent_chemistry,19,0.75,0.6026490066225165,0.8347107438016529,0.7291199168080564
chemistry,LessonPlan-Agent_chemistry,20,0.849624060150376,0.6254681647940075,0.6268656716417911,0.7006526321953915
