subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
science,self-critique_science,1,0.825,0.7364016736401673,0.5783132530120483,0.7132383088840718
science,self-critique_science,2,0.8306451612903226,0.5661157024793388,0.5849802371541502,0.6605803669746039
science,self-critique_science,3,1.0,0.8299595141700404,0.8299595141700404,0.8866396761133603
science,self-critique_science,4,1.0,0.9222222222222223,0.9222222222222223,0.9481481481481482
science,self-critique_science,5,0.9110169491525424,0.7364016736401673,0.8278688524590164,0.8250958250839088
science,self-critique_science,6,1.0,0.9153225806451613,0.9153225806451613,0.9435483870967741
science,self-critique_science,7,1.0,0.6900369003690037,0.6900369003690037,0.7933579335793358
science,self-critique_science,8,0.9078947368421053,0.7407407407407407,0.825,0.824545159194282
science,self-critique_science,9,0.9110169491525424,0.5039370078740157,0.43243243243243235,0.6157954631529968
science,self-critique_science,10,0.9125,0.6612903225806452,0.5783132530120483,0.7173678585308978
science,self-critique_science,11,0.8444444444444444,0.7717391304347826,0.7717391304347826,0.7959742351046698
science,self-critique_science,12,0.926056338028169,0.6989247311827957,0.7765957446808511,0.8005256046306052
science,self-critique_science,13,0.9186046511627907,0.5771812080536913,0.6464646464646464,0.7140835018937096
science,self-critique_science,14,1.0,0.5930232558139534,0.5930232558139534,0.7286821705426356
science,self-critique_science,15,1.0,0.8313253012048193,0.8313253012048193,0.8875502008032129
science,self-critique_science,16,0.9195402298850575,0.7709090909090909,0.6888888888888889,0.7931127365610123
science,self-critique_science,17,0.9078947368421053,0.5945945945945945,0.5227272727272727,0.6750722013879908
science,self-critique_science,18,0.8235294117647058,0.8320000000000001,0.8320000000000001,0.8291764705882354
science,self-critique_science,19,0.8165938864628821,0.7396694214876033,0.9173228346456693,0.8245287141987183
science,self-critique_science,20,0.8037383177570094,0.8220338983050848,0.8073394495412844,0.8110372218677929
