subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
science,GLM-4_science,1,1.0,0.3016627078384799,0.3016627078384799,0.5344418052256533
science,GLM-4_science,2,0.8346456692913385,0.5945945945945946,0.754863813229572,0.728034692371835
science,GLM-4_science,3,0.9125,0.8235294117647058,0.9125,0.8828431372549019
science,GLM-4_science,4,0.825,0.5,0.65,0.6583333333333333
science,GLM-4_science,5,1.0,0.825,0.825,0.8833333333333333
science,GLM-4_science,6,1.0,0.5766129032258065,0.5766129032258065,0.717741935483871
science,GLM-4_science,7,0.7529411764705882,0.7509881422924901,0.8292682926829269,0.7777325371486684
science,GLM-4_science,8,1.0,0.6528925619834711,0.6528925619834711,0.768595041322314
science,GLM-4_science,9,0.8235294117647058,0.7375,0.7375,0.7661764705882353
science,GLM-4_science,10,0.825,0.49193548387096775,0.65,0.6556451612903226
science,GLM-4_science,11,1.0,0.6111111111111112,0.6111111111111112,0.7407407407407408
science,GLM-4_science,12,0.9078947368421053,0.7439024390243902,0.8299595141700404,0.8272522300121787
science,GLM-4_science,13,0.8189655172413793,0.825,0.65,0.764655172413793
science,GLM-4_science,14,1.0,0.825,0.825,0.8833333333333333
science,GLM-4_science,15,1.0,0.9110169491525424,0.9110169491525424,0.940677966101695
science,GLM-4_science,16,0.8372093023255813,0.9176470588235294,0.9182879377431906,0.8910480996307671
science,GLM-4_science,17,0.7529411764705882,0.6692913385826772,0.7469879518072289,0.7230734889534981
science,GLM-4_science,18,1.0,1.0,1.0,1.0
science,GLM-4_science,19,0.9125,0.5625,0.6585365853658537,0.711178861788618
science,GLM-4_science,20,0.8125,0.5849802371541502,0.749003984063745,0.7154947404059651
