subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
it,GPT4-FAST_it,1,0.3673870333988212,0.5009861932938855,0.45669291338582685,0.44168871335951115
it,GPT4-FAST_it,2,0.5979020979020979,0.8391608391608392,0.7553191489361702,0.7307940286663691
it,GPT4-FAST_it,3,0.7553191489361701,0.7481751824817519,0.8357142857142857,0.7797362057107359
it,GPT4-FAST_it,4,0.7964601769911505,0.8635014836795252,0.9309309309309309,0.8636308638672022
it,GPT4-FAST_it,5,0.6525679758308156,0.7915407854984894,0.8597560975609756,0.7679549529634269
it,GPT4-FAST_it,6,0.8034188034188035,0.8045325779036827,0.8696883852691218,0.8258799221972026
it,GPT4-FAST_it,7,0.46041055718475066,0.7220543806646526,0.56875,0.5837383126164677
it,GPT4-FAST_it,8,0.6360759493670887,0.8535031847133758,0.6266233766233766,0.7054008369012804
it,GPT4-FAST_it,9,0.4619883040935673,0.5868263473053892,0.7278106508875739,0.5922084340955102
it,GPT4-FAST_it,10,0.6805555555555556,0.9178571428571428,0.7535714285714286,0.783994708994709
it,GPT4-FAST_it,11,0.5360230547550433,0.6577380952380952,0.7106918238993711,0.6348176579641699
it,GPT4-FAST_it,12,0.5439093484419264,0.5439093484419264,1.0,0.6959395656279509
it,GPT4-FAST_it,13,0.7415730337078652,0.7401129943502824,0.7371428571428571,0.739609628400335
it,GPT4-FAST_it,14,0.7994186046511628,0.8670520231213873,0.9298780487804879,0.8654495588510126
it,GPT4-FAST_it,15,0.5319767441860466,0.6068376068376069,0.7883435582822086,0.6423859697686206
it,GPT4-FAST_it,16,0.6079545454545455,0.8022922636103151,0.8,0.7367489363549536
it,GPT4-FAST_it,17,0.6714285714285715,0.8662790697674418,0.7934131736526946,0.777040271616236
it,GPT4-FAST_it,18,0.6556886227544909,0.7909090909090909,0.8571428571428572,0.7679135236021463
it,GPT4-FAST_it,19,0.7393767705382437,0.7386363636363636,0.8643067846607669,0.7807733062784581
it,GPT4-FAST_it,20,0.41025641025641024,0.41025641025641024,0.8257575757575757,0.5487567987567987
