subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
english,claude3-sonnet_english,1,0.7333333333333334,0.7377049180327869,0.8688524590163935,0.7799635701275047
english,claude3-sonnet_english,2,0.8074866310160428,0.6825396825396826,0.7355371900826446,0.74185450121279
english,claude3-sonnet_english,3,0.8620689655172413,0.8659217877094971,0.8620689655172413,0.8633532395813267
english,claude3-sonnet_english,4,0.6065573770491803,0.8716577540106952,0.7377049180327869,0.7386400163642208
english,claude3-sonnet_english,5,0.4418604651162791,0.6307692307692307,0.808,0.6268765652951699
english,claude3-sonnet_english,6,0.7398373983739837,0.8048780487804879,0.6799999999999999,0.7415718157181571
english,claude3-sonnet_english,7,0.8723404255319149,0.9365079365079365,0.9359999999999999,0.9149494540132839
english,claude3-sonnet_english,8,0.8545454545454545,0.9292035398230089,0.9292035398230089,0.9043175113971573
english,claude3-sonnet_english,9,0.6404494382022472,0.7419354838709677,0.8904109589041096,0.7575986269924414
english,claude3-sonnet_english,10,0.6685082872928176,0.6666666666666667,0.8446601941747574,0.7266117160447472
english,claude3-sonnet_english,11,0.775,0.7735849056603774,0.8446601941747574,0.7977483666117116
english,claude3-sonnet_english,12,0.7037037037037037,0.6610169491525424,0.7894736842105263,0.7180647790222574
english,claude3-sonnet_english,13,0.6590909090909092,0.6638655462184874,0.8545454545454545,0.725833969951617
english,claude3-sonnet_english,14,0.6551724137931034,0.6638655462184874,0.8461538461538461,0.7217306020551457
english,claude3-sonnet_english,15,0.7419354838709677,0.808,0.8032786885245902,0.7844047241318526
english,claude3-sonnet_english,16,0.861271676300578,0.861271676300578,1.0,0.9075144508670521
english,claude3-sonnet_english,17,0.6666666666666667,0.6721311475409837,0.8677685950413223,0.7355221364163244
english,claude3-sonnet_english,18,0.4193548387096774,0.6033057851239669,0.76,0.5942202079445481
english,claude3-sonnet_english,19,0.689119170984456,0.9358288770053476,0.6317135549872122,0.7522205343256719
english,claude3-sonnet_english,20,0.7876106194690266,0.8666666666666667,0.6638655462184874,0.7727142774513935
