subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
math,ChatGPT4prompt_math,1,0.8545454545454545,0.8545454545454545,0.8451612903225807,0.8514173998044966
math,ChatGPT4prompt_math,2,0.9130434782608696,0.9032258064516129,0.8181818181818181,0.8781503676314335
math,ChatGPT4prompt_math,3,0.6689655172413793,0.5183946488294315,0.8267148014440433,0.6713583225049513
math,ChatGPT4prompt_math,4,0.8048780487804879,0.8048780487804879,0.8688524590163934,0.8262028521924564
math,ChatGPT4prompt_math,5,0.6850393700787402,0.7446808510638299,0.9365079365079365,0.7887427192168355
math,ChatGPT4prompt_math,6,0.8016528925619835,0.8048780487804879,0.8695652173913043,0.8253653862445919
math,ChatGPT4prompt_math,7,0.7333333333333334,0.7966101694915254,0.9322033898305084,0.8207156308851223
math,ChatGPT4prompt_math,8,0.7009345794392523,0.7692307692307692,0.92,0.7967217828900072
math,ChatGPT4prompt_math,9,0.8048780487804879,0.8702702702702703,0.9349593495934959,0.8700358895480846
math,ChatGPT4prompt_math,10,0.8743455497382199,0.8746736292428199,0.8746736292428199,0.8745642694079532
math,ChatGPT4prompt_math,11,0.8558558558558559,0.8596491228070176,0.8558558558558559,0.8571202781729098
math,ChatGPT4prompt_math,12,0.4725274725274725,0.7818181818181817,0.6470588235294118,0.6338014926250221
math,ChatGPT4prompt_math,13,0.8688524590163934,0.8,0.9338842975206612,0.8675789188456848
math,ChatGPT4prompt_math,14,0.8451612903225807,0.8451612903225807,0.8451612903225807,0.8451612903225807
math,ChatGPT4prompt_math,15,0.8674033149171271,0.8674033149171271,0.8612716763005781,0.8653594353782775
math,ChatGPT4prompt_math,16,0.9154929577464789,1.0,0.9154929577464789,0.943661971830986
math,ChatGPT4prompt_math,17,0.7412398921832883,0.7412398921832883,1.0,0.8274932614555256
math,ChatGPT4prompt_math,18,0.9310344827586207,1.0,0.9310344827586207,0.9540229885057471
math,ChatGPT4prompt_math,19,0.9333333333333333,0.8647887323943662,0.7966101694915254,0.864910745073075
math,ChatGPT4prompt_math,20,0.9245283018867925,0.8536585365853658,0.7735849056603774,0.8505905813775119
