subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
it,self-critique_it,1,0.7988338192419825,0.9323529411764706,0.863905325443787,0.8650306952874134
it,self-critique_it,2,0.787037037037037,0.8588957055214724,0.9258064516129032,0.8572463980571375
it,self-critique_it,3,0.8614457831325302,0.8614457831325302,1.0,0.9076305220883535
it,self-critique_it,4,0.7889908256880733,0.7889908256880733,1.0,0.8593272171253822
it,self-critique_it,5,0.7952522255192878,1.0,0.7952522255192879,0.8635014836795252
it,self-critique_it,6,0.8654970760233918,0.8654970760233918,0.8647058823529412,0.8652333447999082
it,self-critique_it,7,0.9333333333333333,0.9333333333333333,1.0,0.9555555555555556
it,self-critique_it,8,0.8630952380952381,0.8630952380952381,1.0,0.9087301587301587
it,self-critique_it,9,0.7946428571428572,0.7946428571428572,0.8630952380952381,0.8174603174603176
it,self-critique_it,10,0.6870748299319728,0.7012987012987013,0.8435374149659864,0.7439703153988869
it,self-critique_it,11,0.8670520231213873,0.8670520231213873,1.0,0.9113680154142582
it,self-critique_it,12,0.7952522255192879,0.7245508982035929,0.9296636085626911,0.8164889107618573
it,self-critique_it,13,0.8658892128279884,0.9319526627218935,0.9323529411764706,0.9100649389087841
it,self-critique_it,14,1.0,0.9262820512820513,0.9262820512820513,0.9508547008547009
it,self-critique_it,15,0.9265175718849841,0.85625,0.9265175718849841,0.9030950479233226
it,self-critique_it,16,0.9346590909090909,1.0,0.9346590909090909,0.9564393939393939
it,self-critique_it,17,0.7927927927927928,0.7261904761904762,0.790273556231003,0.769752275071424
it,self-critique_it,18,0.8630952380952381,0.7195121951219512,0.8486842105263158,0.8104305479145016
it,self-critique_it,19,0.9292307692307692,0.85625,0.7876923076923077,0.8577243589743588
it,self-critique_it,20,0.6933333333333334,0.5208333333333333,0.6805555555555556,0.6315740740740741
